"행정구역","2021년10월_총인구수","2021년10월_세대수","2021년10월_세대당 인구","2021년10월_남자 인구수","2021년10월_여자 인구수","2021년10월_남여 비율"
"부산광역시 동구 (2617000000)","87,705","46,123","          1.90","42,908","44,797","          0.96"
"부산광역시 동구 초량제1동(2617051000)","4,953","2,939","          1.69","2,494","2,459","          1.01"
"부산광역시 동구 초량제2동(2617052000)","5,730","3,380","          1.70","2,836","2,894","          0.98"
"부산광역시 동구 초량제3동(2617053000)","12,979","6,450","          2.01","6,324","6,655","          0.95"
"부산광역시 동구 초량제6동(2617055000)","5,999","3,194","          1.88","2,930","3,069","          0.95"
"부산광역시 동구 수정제1동(2617056000)","4,160","2,028","          2.05","2,022","2,138","          0.95"
"부산광역시 동구 수정제2동(2617057000)","9,903","5,171","          1.92","4,710","5,193","          0.91"
"부산광역시 동구 수정제4동(2617059000)","3,929","2,255","          1.74","1,932","1,997","          0.97"
"부산광역시 동구 수정제5동(2617060000)","5,350","2,728","          1.96","2,545","2,805","          0.91"
"부산광역시 동구 좌천동(2617064500)","10,815","5,392","          2.01","5,255","5,560","          0.95"
"부산광역시 동구 범일제1동(2617065000)","11,809","6,258","          1.89","5,823","5,986","          0.97"
"부산광역시 동구 범일제2동(2617066000)","7,698","4,181","          1.84","3,883","3,815","          1.02"
"부산광역시 동구 범일제5동(2617068000)","4,380","2,147","          2.04","2,154","2,226","          0.97"
"부산광역시 영도구 (2620000000)","111,111","54,721","          2.03","54,707","56,404","          0.97"
"부산광역시 영도구 남항동(2620053000)","10,847","5,684","          1.91","5,413","5,434","          1.00"
"부산광역시 영도구 영선제1동(2620054000)","3,982","1,898","          2.10","1,907","2,075","          0.92"
"부산광역시 영도구 영선제2동(2620055000)","8,343","3,863","          2.16","4,040","4,303","          0.94"
"부산광역시 영도구 신선동(2620058500)","8,405","4,629","          1.82","4,226","4,179","          1.01"
"부산광역시 영도구 봉래제1동(2620059000)","6,776","3,351","          2.02","3,346","3,430","          0.98"
"부산광역시 영도구 봉래제2동(2620060500)","7,863","3,677","          2.14","3,827","4,036","          0.95"
"부산광역시 영도구 청학제1동(2620063000)","6,173","3,031","          2.04","3,024","3,149","          0.96"
"부산광역시 영도구 청학제2동(2620064000)","17,712","7,901","          2.24","8,779","8,933","          0.98"
"부산광역시 영도구 동삼제1동(2620065000)","27,618","12,936","          2.13","13,479","14,139","          0.95"
"부산광역시 영도구 동삼제2동(2620066000)","3,392","1,855","          1.83","1,803","1,589","          1.13"
"부산광역시 영도구 동삼제3동(2620067000)","10,000","5,896","          1.70","4,863","5,137","          0.95"
"부산광역시 부산진구 (2623000000)","354,428","173,300","          2.05","170,785","183,643","          0.93"
"부산광역시 부산진구 부전제1동(2623051000)","15,944","10,259","          1.55","7,978","7,966","          1.00"
"부산광역시 부산진구 부전제2동(2623052000)","9,887","5,547","          1.78","4,917","4,970","          0.99"
"부산광역시 부산진구 연지동(2623054000)","20,670","8,694","          2.38","9,752","10,918","          0.89"
"부산광역시 부산진구 초읍동(2623055000)","22,185","10,080","          2.20","10,700","11,485","          0.93"
"부산광역시 부산진구 양정제1동(2623056000)","20,162","9,251","          2.18","9,485","10,677","          0.89"
"부산광역시 부산진구 양정제2동(2623057000)","12,070","7,580","          1.59","5,511","6,559","          0.84"
"부산광역시 부산진구 전포제1동(2623060000)","21,916","12,097","          1.81","10,487","11,429","          0.92"
"부산광역시 부산진구 전포제2동(2623061000)","20,942","11,482","          1.82","9,833","11,109","          0.89"
"부산광역시 부산진구 부암제1동(2623064000)","22,967","9,799","          2.34","11,230","11,737","          0.96"
"부산광역시 부산진구 부암제3동(2623066000)","17,539","6,972","          2.52","8,619","8,920","          0.97"
"부산광역시 부산진구 당감제1동(2623067000)","23,145","10,361","          2.23","11,054","12,091","          0.91"
"부산광역시 부산진구 당감제2동(2623068000)","10,277","4,648","          2.21","4,897","5,380","          0.91"
"부산광역시 부산진구 당감제4동(2623070000)","11,356","5,141","          2.21","5,555","5,801","          0.96"
"부산광역시 부산진구 가야제1동(2623071000)","19,285","10,148","          1.90","9,640","9,645","          1.00"
"부산광역시 부산진구 가야제2동(2623072000)","16,887","7,320","          2.31","8,196","8,691","          0.94"
"부산광역시 부산진구 개금제1동(2623074000)","16,798","8,902","          1.89","8,049","8,749","          0.92"
"부산광역시 부산진구 개금제2동(2623075000)","11,017","5,004","          2.20","5,378","5,639","          0.95"
"부산광역시 부산진구 개금제3동(2623076000)","28,907","12,471","          2.32","13,953","14,954","          0.93"
"부산광역시 부산진구 범천제1동(2623077000)","12,043","7,196","          1.67","5,678","6,365","          0.89"
"부산광역시 부산진구 범천제2동(2623078000)","20,431","10,348","          1.97","9,873","10,558","          0.94"
"부산광역시 동래구 (2626000000)","266,912","115,301","          2.31","129,758","137,154","          0.95"
"부산광역시 동래구 수민동(2626051000)","32,663","13,650","          2.39","15,850","16,813","          0.94"
"부산광역시 동래구 복산동(2626052000)","9,598","4,781","          2.01","4,661","4,937","          0.94"
"부산광역시 동래구 명륜동(2626054500)","24,802","9,411","          2.64","12,192","12,610","          0.97"
"부산광역시 동래구 온천제1동(2626055000)","19,844","11,048","          1.80","9,393","10,451","          0.90"
"부산광역시 동래구 온천제2동(2626056000)","14,748","6,263","          2.35","7,080","7,668","          0.92"
"부산광역시 동래구 온천제3동(2626057000)","38,592","17,376","          2.22","18,916","19,676","          0.96"
"부산광역시 동래구 사직제1동(2626058000)","10,646","4,811","          2.21","5,103","5,543","          0.92"
"부산광역시 동래구 사직제2동(2626059000)","27,520","9,558","          2.88","13,274","14,246","          0.93"
"부산광역시 동래구 사직제3동(2626060000)","17,512","7,529","          2.33","8,685","8,827","          0.98"
"부산광역시 동래구 안락제1동(2626074000)","14,670","6,942","          2.11","7,216","7,454","          0.97"
"부산광역시 동래구 안락제2동(2626075000)","27,256","11,110","          2.45","13,263","13,993","          0.95"
"부산광역시 동래구 명장제1동(2626076100)","14,165","6,234","          2.27","6,850","7,315","          0.94"
"부산광역시 동래구 명장제2동(2626076200)","14,896","6,588","          2.26","7,275","7,621","          0.95"
"부산광역시 남구 (2629000000)","263,236","118,005","          2.23","128,616","134,620","          0.96"
"부산광역시 남구 대연제1동(2629051000)","15,912","9,052","          1.76","8,041","7,871","          1.02"
"부산광역시 남구 대연제3동(2629053000)","32,835","15,600","          2.10","16,045","16,790","          0.96"
"부산광역시 남구 대연제4동(2629054000)","12,397","5,496","          2.26","6,059","6,338","          0.96"
"부산광역시 남구 대연제5동(2629055000)","16,972","8,107","          2.09","8,167","8,805","          0.93"
"부산광역시 남구 대연제6동(2629056000)","15,443","5,933","          2.60","7,420","8,023","          0.92"
"부산광역시 남구 용호제1동(2629057000)","44,366","17,170","          2.58","21,316","23,050","          0.92"
"부산광역시 남구 용호제2동(2629058000)","16,902","6,697","          2.52","8,269","8,633","          0.96"
"부산광역시 남구 용호제3동(2629059000)","12,270","5,693","          2.16","5,923","6,347","          0.93"
"부산광역시 남구 용호제4동(2629060000)","8,555","3,854","          2.22","4,111","4,444","          0.93"
"부산광역시 남구 용당동(2629061000)","8,292","3,505","          2.37","4,197","4,095","          1.02"
"부산광역시 남구 감만제1동(2629062000)","13,107","6,191","          2.12","6,690","6,417","          1.04"
"부산광역시 남구 감만제2동(2629063000)","6,788","3,306","          2.05","3,336","3,452","          0.97"
"부산광역시 남구 우암동(2629064500)","12,887","5,758","          2.24","6,366","6,521","          0.98"
"부산광역시 남구 문현제1동(2629068000)","13,712","5,901","          2.32","6,671","7,041","          0.95"
"부산광역시 남구 문현제2동(2629069000)","8,639","5,076","          1.70","4,261","4,378","          0.97"
"부산광역시 남구 문현제3동(2629070000)","15,728","6,621","          2.38","7,627","8,101","          0.94"
"부산광역시 남구 문현제4동(2629071000)","8,431","4,045","          2.08","4,117","4,314","          0.95"
"부산광역시 북구 (2632000000)","283,766","123,090","          2.31","140,183","143,583","          0.98"
"부산광역시 북구 구포제1동(2632051000)","15,970","8,035","          1.99","8,060","7,910","          1.02"
"부산광역시 북구 구포제2동(2632052000)","25,341","11,800","          2.15","12,977","12,364","          1.05"
"부산광역시 북구 구포제3동(2632052100)","19,706","9,235","          2.13","10,153","9,553","          1.06"
"부산광역시 북구 금곡동(2632053000)","38,136","18,172","          2.10","18,416","19,720","          0.93"
"부산광역시 북구 화명제1동(2632054100)","41,763","14,483","          2.88","20,514","21,249","          0.97"
"부산광역시 북구 화명제2동(2632054200)","17,046","6,982","          2.44","8,333","8,713","          0.96"
"부산광역시 북구 화명제3동(2632054300)","29,850","10,817","          2.76","14,604","15,246","          0.96"
"부산광역시 북구 덕천제1동(2632055000)","11,213","6,105","          1.84","5,530","5,683","          0.97"
"부산광역시 북구 덕천제2동(2632056000)","12,061","6,644","          1.82","6,002","6,059","          0.99"
"부산광역시 북구 덕천제3동(2632056100)","10,778","5,646","          1.91","5,279","5,499","          0.96"
"부산광역시 북구 만덕제1동(2632057100)","16,605","7,096","          2.34","8,165","8,440","          0.97"
"부산광역시 북구 만덕제2동(2632057200)","26,534","10,621","          2.50","13,010","13,524","          0.96"
"부산광역시 북구 만덕제3동(2632057300)","18,763","7,454","          2.52","9,140","9,623","          0.95"
"부산광역시 해운대구 (2635000000)","397,516","172,349","          2.31","191,154","206,362","          0.93"
"부산광역시 해운대구 우제1동(2635051000)","22,507","10,928","          2.06","10,696","11,811","          0.91"
"부산광역시 해운대구 우제2동(2635052000)","30,705","11,870","          2.59","14,625","16,080","          0.91"
"부산광역시 해운대구 우제3동(2635052500)","28,869","10,984","          2.63","13,668","15,201","          0.90"
"부산광역시 해운대구 중제1동(2635053000)","27,621","12,144","          2.27","13,293","14,328","          0.93"
"부산광역시 해운대구 중제2동(2635054000)","15,875","7,487","          2.12","7,554","8,321","          0.91"
"부산광역시 해운대구 좌제1동(2635055100)","18,127","7,814","          2.32","8,449","9,678","          0.87"
"부산광역시 해운대구 좌제2동(2635055200)","32,112","14,146","          2.27","14,778","17,334","          0.85"
"부산광역시 해운대구 좌제3동(2635055300)","16,212","6,459","          2.51","7,609","8,603","          0.88"
"부산광역시 해운대구 좌제4동(2635055400)","23,235","8,640","          2.69","11,021","12,214","          0.90"
"부산광역시 해운대구 송정동(2635056000)","9,921","5,097","          1.95","4,783","5,138","          0.93"
"부산광역시 해운대구 반여제1동(2635057000)","34,687","13,123","          2.64","17,112","17,575","          0.97"
"부산광역시 해운대구 반여제2동(2635058000)","12,742","6,856","          1.86","6,190","6,552","          0.94"
"부산광역시 해운대구 반여제3동(2635059000)","8,634","4,621","          1.87","4,238","4,396","          0.96"
"부산광역시 해운대구 반여제4동(2635059500)","16,156","6,090","          2.65","7,976","8,180","          0.98"
"부산광역시 해운대구 반송제1동(2635061000)","13,939","7,958","          1.75","6,982","6,957","          1.00"
"부산광역시 해운대구 반송제2동(2635062000)","23,351","11,956","          1.95","11,357","11,994","          0.95"
"부산광역시 해운대구 재송제1동(2635065000)","37,973","14,676","          2.59","18,673","19,300","          0.97"
"부산광역시 해운대구 재송제2동(2635066000)","24,850","11,500","          2.16","12,150","12,700","          0.96"
"부산광역시 사하구 (2638000000)","306,605","139,393","          2.20","152,569","154,036","          0.99"
"부산광역시 사하구 괴정제1동(2638051000)","19,635","8,728","          2.25","9,440","10,195","          0.93"
"부산광역시 사하구 괴정제2동(2638052000)","14,045","6,306","          2.23","6,868","7,177","          0.96"
"부산광역시 사하구 괴정제3동(2638053000)","12,513","6,451","          1.94","6,002","6,511","          0.92"
"부산광역시 사하구 괴정제4동(2638054000)","12,271","5,558","          2.21","5,952","6,319","          0.94"
"부산광역시 사하구 당리동(2638055000)","26,580","11,431","          2.33","13,011","13,569","          0.96"
"부산광역시 사하구 하단제1동(2638056100)","21,497","10,328","          2.08","10,735","10,762","          1.00"
"부산광역시 사하구 하단제2동(2638056200)","25,382","12,797","          1.98","12,644","12,738","          0.99"
"부산광역시 사하구 신평제1동(2638057100)","17,015","8,258","          2.06","8,796","8,219","          1.07"
"부산광역시 사하구 신평제2동(2638057200)","15,751","6,721","          2.34","7,875","7,876","          1.00"
"부산광역시 사하구 장림제1동(2638058000)","10,774","4,971","          2.17","5,578","5,196","          1.07"
"부산광역시 사하구 장림제2동(2638059000)","27,363","11,877","          2.30","13,919","13,444","          1.04"
"부산광역시 사하구 다대제1동(2638060100)","38,927","16,974","          2.29","19,492","19,435","          1.00"
"부산광역시 사하구 다대제2동(2638060200)","27,379","12,132","          2.26","13,444","13,935","          0.96"
"부산광역시 사하구 구평동(2638061000)","12,872","5,224","          2.46","6,579","6,293","          1.05"
"부산광역시 사하구 감천제1동(2638062000)","18,627","8,285","          2.25","9,163","9,464","          0.97"
"부산광역시 사하구 감천제2동(2638063000)","5,974","3,352","          1.78","3,071","2,903","          1.06"
"부산광역시 금정구 (2641000000)","229,148","108,131","          2.12","111,981","117,167","          0.96"
"부산광역시 금정구 서제1동(2641051000)","5,375","3,191","          1.68","2,766","2,609","          1.06"
"부산광역시 금정구 서제2동(2641052000)","9,273","4,960","          1.87","4,624","4,649","          0.99"
"부산광역시 금정구 서제3동(2641053000)","11,267","5,951","          1.89","5,633","5,634","          1.00"
"부산광역시 금정구 금사회동동(2641055500)","7,913","4,167","          1.90","4,166","3,747","          1.11"
"부산광역시 금정구 부곡제1동(2641057000)","8,318","4,486","          1.85","4,002","4,316","          0.93"
"부산광역시 금정구 부곡제2동(2641058000)","17,870","7,862","          2.27","8,526","9,344","          0.91"
"부산광역시 금정구 부곡제3동(2641059000)","15,881","6,873","          2.31","7,642","8,239","          0.93"
"부산광역시 금정구 부곡제4동(2641059100)","12,907","6,156","          2.10","6,207","6,700","          0.93"
"부산광역시 금정구 장전제1동(2641060000)","18,109","10,823","          1.67","9,399","8,710","          1.08"
"부산광역시 금정구 장전제2동(2641061000)","26,882","11,759","          2.29","12,976","13,906","          0.93"
"부산광역시 금정구 선두구동(2641063500)","2,332","1,282","          1.82","1,254","1,078","          1.16"
"부산광역시 금정구 청룡노포동(2641066500)","9,758","4,393","          2.22","4,779","4,979","          0.96"
"부산광역시 금정구 남산동(2641067000)","29,087","14,188","          2.05","14,173","14,914","          0.95"
"부산광역시 금정구 구서제1동(2641068000)","19,778","8,082","          2.45","9,405","10,373","          0.91"
"부산광역시 금정구 구서제2동(2641069000)","33,349","13,483","          2.47","15,923","17,426","          0.91"
"부산광역시 금정구 금성동(2641070000)","1,049","475","          2.21","506","543","          0.93"
"부산광역시 강서구 (2644000000)","142,444","61,157","          2.33","73,811","68,633","          1.08"
"부산광역시 강서구 대저1동(2644051000)","6,536","3,717","          1.76","3,594","2,942","          1.22"
"부산광역시 강서구 대저2동(2644052000)","7,101","3,714","          1.91","3,998","3,103","          1.29"
"부산광역시 강서구 강동동(2644053000)","4,231","2,527","          1.67","2,269","1,962","          1.16"
"부산광역시 강서구 명지1동(2644053500)","52,807","20,451","          2.58","26,580","26,227","          1.01"
"부산광역시 강서구 명지2동(2644054500)","30,409","10,299","          2.95","15,177","15,232","          1.00"
"부산광역시 강서구 가락동(2644055000)","2,359","1,354","          1.74","1,252","1,107","          1.13"
"부산광역시 강서구 녹산동(2644056000)","35,097","16,647","          2.11","18,890","16,207","          1.17"
"부산광역시 강서구 가덕도동(2644058000)","3,904","2,448","          1.59","2,051","1,853","          1.11"
"부산광역시 연제구 (2647000000)","205,607","92,572","          2.22","98,989","106,618","          0.93"
"부산광역시 연제구 거제제1동(2647061000)","29,317","11,395","          2.57","14,185","15,132","          0.94"
"부산광역시 연제구 거제제2동(2647062000)","12,300","4,575","          2.69","5,867","6,433","          0.91"
"부산광역시 연제구 거제제3동(2647063000)","10,039","4,710","          2.13","4,744","5,295","          0.90"
"부산광역시 연제구 거제제4동(2647064000)","10,481","4,166","          2.52","5,142","5,339","          0.96"
"부산광역시 연제구 연산제1동(2647065000)","16,318","6,947","          2.35","7,955","8,363","          0.95"
"부산광역시 연제구 연산제2동(2647066000)","20,922","9,279","          2.25","10,059","10,863","          0.93"
"부산광역시 연제구 연산제3동(2647067000)","7,176","3,723","          1.93","3,432","3,744","          0.92"
"부산광역시 연제구 연산제4동(2647068000)","16,252","8,603","          1.89","7,816","8,436","          0.93"
"부산광역시 연제구 연산제5동(2647069000)","16,552","10,100","          1.64","7,923","8,629","          0.92"
"부산광역시 연제구 연산제6동(2647070000)","16,727","8,144","          2.05","8,070","8,657","          0.93"
"부산광역시 연제구 연산제8동(2647072000)","14,204","6,209","          2.29","6,917","7,287","          0.95"
"부산광역시 연제구 연산제9동(2647073000)","35,319","14,721","          2.40","16,879","18,440","          0.92"
"부산광역시 수영구 (2650000000)","175,583","85,693","          2.05","82,913","92,670","          0.89"
"부산광역시 수영구 남천제1동(2650066000)","13,859","6,327","          2.19","6,384","7,475","          0.85"
"부산광역시 수영구 남천제2동(2650067000)","12,119","4,926","          2.46","5,663","6,456","          0.88"
"부산광역시 수영구 수영동(2650073000)","14,749","7,897","          1.87","7,060","7,689","          0.92"
"부산광역시 수영구 망미제1동(2650074000)","27,496","12,376","          2.22","13,151","14,345","          0.92"
"부산광역시 수영구 망미제2동(2650075000)","10,900","5,038","          2.16","5,373","5,527","          0.97"
"부산광역시 수영구 광안제1동(2650076000)","25,930","14,205","          1.83","12,062","13,868","          0.87"
"부산광역시 수영구 광안제2동(2650077000)","18,724","9,628","          1.94","8,712","10,012","          0.87"
"부산광역시 수영구 광안제3동(2650078000)","9,500","5,856","          1.62","4,509","4,991","          0.90"
"부산광역시 수영구 광안제4동(2650079000)","13,725","6,257","          2.19","6,219","7,506","          0.83"
"부산광역시 수영구 민락동(2650080000)","28,581","13,183","          2.17","13,780","14,801","          0.93"
"부산광역시 사상구 (2653000000)","209,138","98,616","          2.12","105,543","103,595","          1.02"
"부산광역시 사상구 삼락동(2653058000)","5,818","3,148","          1.85","3,115","2,703","          1.15"
"부산광역시 사상구 모라제1동(2653059100)","28,104","12,503","          2.25","14,027","14,077","          1.00"
"부산광역시 사상구 모라제3동(2653059300)","10,535","6,766","          1.56","5,027","5,508","          0.91"
"부산광역시 사상구 덕포제1동(2653060000)","8,694","4,278","          2.03","4,447","4,247","          1.05"
"부산광역시 사상구 덕포제2동(2653061000)","12,956","5,767","          2.25","6,568","6,388","          1.03"
"부산광역시 사상구 괘법동(2653062000)","22,447","12,713","          1.77","11,627","10,820","          1.07"
"부산광역시 사상구 감전동(2653064500)","13,365","7,230","          1.85","7,092","6,273","          1.13"
"부산광역시 사상구 주례제1동(2653065000)","15,236","6,431","          2.37","7,786","7,450","          1.05"
"부산광역시 사상구 주례제2동(2653066000)","23,231","11,320","          2.05","11,630","11,601","          1.00"
"부산광역시 사상구 주례제3동(2653066100)","13,160","5,720","          2.30","6,438","6,722","          0.96"
"부산광역시 사상구 학장동(2653067000)","28,359","12,158","          2.33","14,185","14,174","          1.00"
"부산광역시 사상구 엄궁동(2653068000)","27,233","10,582","          2.57","13,601","13,632","          1.00"
"부산광역시 기장군 (2671000000)","176,879","76,577","          2.31","87,529","89,350","          0.98"
"부산광역시 기장군 기장읍(2671025000)","52,793","25,499","          2.07","25,736","27,057","          0.95"
"부산광역시 기장군 장안읍(2671025300)","8,598","4,732","          1.82","4,636","3,962","          1.17"
"부산광역시 기장군 정관읍(2671025600)","81,798","31,745","          2.58","40,387","41,411","          0.98"
"부산광역시 기장군 일광면(2671031000)","25,805","10,738","          2.40","12,779","13,026","          0.98"
"부산광역시 기장군 철마면(2671033000)","7,885","3,863","          2.04","3,991","3,894","          1.02"
"대구광역시  (2700000000)","2,390,721","1,062,993","          2.25","1,178,486","1,212,235","          0.97"
"대구광역시 중구 (2711000000)","74,682","38,354","          1.95","35,858","38,824","          0.92"
"대구광역시 중구 동인동(2711051700)","8,194","4,906","          1.67","4,080","4,114","          0.99"
"대구광역시 중구 삼덕동(2711054500)","6,623","4,096","          1.62","3,151","3,472","          0.91"
"대구광역시 중구 성내1동(2711056500)","4,878","3,322","          1.47","2,331","2,547","          0.92"
"대구광역시 중구 성내2동(2711057500)","4,423","2,847","          1.55","2,220","2,203","          1.01"
"대구광역시 중구 성내3동(2711058500)","4,856","2,353","          2.06","2,434","2,422","          1.00"
"대구광역시 중구 대신동(2711059500)","7,892","3,327","          2.37","3,850","4,042","          0.95"
"대구광역시 중구 남산1동(2711064000)","4,882","2,773","          1.76","2,341","2,541","          0.92"
"대구광역시 중구 남산2동(2711065000)","5,678","2,725","          2.08","2,703","2,975","          0.91"
"대구광역시 중구 남산3동(2711066000)","6,769","2,956","          2.29","3,121","3,648","          0.86"
"대구광역시 중구 남산4동(2711067000)","11,541","4,884","          2.36","5,391","6,150","          0.88"
"대구광역시 중구 대봉1동(2711068000)","6,969","3,129","          2.23","3,262","3,707","          0.88"
"대구광역시 중구 대봉2동(2711069000)","1,977","1,036","          1.91","974","1,003","          0.97"
"대구광역시 동구 (2714000000)","340,575","157,655","          2.16","167,505","173,070","          0.97"
"대구광역시 동구 신암1동(2714051000)","7,559","4,067","          1.86","3,753","3,806","          0.99"
"대구광역시 동구 신암2동(2714052000)","10,439","4,488","          2.33","4,938","5,501","          0.90"
"대구광역시 동구 신암3동(2714053000)","10,871","4,867","          2.23","5,367","5,504","          0.98"
"대구광역시 동구 신암4동(2714054000)","11,590","6,396","          1.81","5,853","5,737","          1.02"
"대구광역시 동구 신암5동(2714054100)","6,385","3,195","          2.00","3,022","3,363","          0.90"
"대구광역시 동구 신천1.2동(2714055500)","13,002","6,159","          2.11","6,169","6,833","          0.90"
"대구광역시 동구 신천3동(2714057000)","11,804","5,091","          2.32","5,832","5,972","          0.98"
"대구광역시 동구 신천4동(2714058000)","7,355","4,639","          1.59","3,674","3,681","          1.00"
"대구광역시 동구 효목1동(2714059000)","13,828","7,117","          1.94","6,886","6,942","          0.99"
"대구광역시 동구 효목2동(2714060000)","13,320","6,486","          2.05","6,379","6,941","          0.92"
"대구광역시 동구 도평동(2714061500)","4,044","2,070","          1.95","2,154","1,890","          1.14"
"대구광역시 동구 불로.봉무동(2714062000)","21,486","8,830","          2.43","10,540","10,946","          0.96"
"대구광역시 동구 지저동(2714064000)","14,517","6,984","          2.08","7,227","7,290","          0.99"
"대구광역시 동구 동촌동(2714065500)","15,619","7,800","          2.00","7,853","7,766","          1.01"
"대구광역시 동구 방촌동(2714067000)","18,881","8,377","          2.25","9,101","9,780","          0.93"
"대구광역시 동구 해안동(2714068500)","15,164","7,263","          2.09","7,613","7,551","          1.01"
"대구광역시 동구 안심1동(2714072000)","42,649","20,041","          2.13","20,887","21,762","          0.96"
"대구광역시 동구 안심2동(2714073000)","11,141","5,025","          2.22","5,596","5,545","          1.01"
"대구광역시 동구 안심3동(2714074200)","21,144","8,233","          2.57","10,226","10,918","          0.94"
"대구광역시 동구 안심4동(2714074700)","29,194","11,952","          2.44","14,440","14,754","          0.98"
"대구광역시 동구 혁신동(2714075500)","18,836","8,642","          2.18","9,323","9,513","          0.98"
"대구광역시 동구 공산동(2714076000)","21,747","9,933","          2.19","10,672","11,075","          0.96"
"대구광역시 서구 (2717000000)","165,862","82,669","          2.01","82,929","82,933","          1.00"
"대구광역시 서구 내당1동(2717051000)","8,471","4,215","          2.01","4,180","4,291","          0.97"
"대구광역시 서구 내당2.3동(2717052500)","9,899","5,103","          1.94","4,779","5,120","          0.93"
"대구광역시 서구 내당4동(2717054000)","16,717","8,111","          2.06","8,085","8,632","          0.94"
"대구광역시 서구 비산1동(2717055000)","9,733","4,937","          1.97","4,962","4,771","          1.04"
"대구광역시 서구 비산2.3동(2717056500)","9,306","5,101","          1.82","4,618","4,688","          0.99"
"대구광역시 서구 비산4동(2717058000)","9,802","4,745","          2.07","4,797","5,005","          0.96"
"대구광역시 서구 비산5동(2717059000)","6,160","3,437","          1.79","3,128","3,032","          1.03"
"대구광역시 서구 비산6동(2717060000)","7,711","3,845","          2.01","3,800","3,911","          0.97"
"대구광역시 서구 비산7동(2717061000)","10,129","5,677","          1.78","5,378","4,751","          1.13"
"대구광역시 서구 평리1동(2717062000)","7,897","4,034","          1.96","3,974","3,923","          1.01"
"대구광역시 서구 평리2동(2717063000)","8,017","3,629","          2.21","3,921","4,096","          0.96"
"대구광역시 서구 평리3동(2717064000)","9,941","5,114","          1.94","5,007","4,934","          1.01"
"대구광역시 서구 평리4동(2717065000)","18,097","8,549","          2.12","8,990","9,107","          0.99"
"대구광역시 서구 평리5동(2717066000)","1,755","930","          1.89","929","826","          1.12"
"대구광역시 서구 평리6동(2717066100)","4,388","2,233","          1.97","2,341","2,047","          1.14"
"대구광역시 서구 상중이동(2717067500)","20,188","8,939","          2.26","10,158","10,030","          1.01"
"대구광역시 서구 원대동(2717069500)","7,651","4,070","          1.88","3,882","3,769","          1.03"
"대구광역시 남구 (2720000000)","144,119","76,518","          1.88","69,287","74,832","          0.93"
"대구광역시 남구 이천동(2720051500)","12,099","5,595","          2.16","5,714","6,385","          0.89"
"대구광역시 남구 봉덕1동(2720053000)","9,175","5,269","          1.74","4,418","4,757","          0.93"
"대구광역시 남구 봉덕2동(2720054000)","12,750","5,599","          2.28","6,082","6,668","          0.91"
"대구광역시 남구 봉덕3동(2720055000)","16,646","8,416","          1.98","7,942","8,704","          0.91"
"대구광역시 남구 대명1동(2720056000)","11,438","5,877","          1.95","5,593","5,845","          0.96"
"대구광역시 남구 대명2동(2720057100)","10,331","6,124","          1.69","4,899","5,432","          0.90"
"대구광역시 남구 대명3동(2720058600)","10,851","6,253","          1.74","5,365","5,486","          0.98"
"대구광역시 남구 대명4동(2720059000)","11,131","6,031","          1.85","5,415","5,716","          0.95"
"대구광역시 남구 대명5동(2720060000)","6,482","3,728","          1.74","3,070","3,412","          0.90"
"대구광역시 남구 대명6동(2720061000)","9,613","5,211","          1.84","4,618","4,995","          0.92"
"대구광역시 남구 대명9동(2720064000)","15,774","8,560","          1.84","7,705","8,069","          0.95"
"대구광역시 남구 대명10동(2720065000)","9,160","5,055","          1.81","4,329","4,831","          0.90"
"대구광역시 남구 대명11동(2720066000)","8,669","4,800","          1.81","4,137","4,532","          0.91"
"대구광역시 북구 (2723000000)","436,499","189,829","          2.30","217,197","219,302","          0.99"
"대구광역시 북구 고성동(2723051000)","4,914","2,269","          2.17","2,382","2,532","          0.94"
"대구광역시 북구 칠성동(2723052600)","23,260","10,348","          2.25","11,196","12,064","          0.93"
"대구광역시 북구 침산1동(2723055000)","4,142","2,079","          1.99","2,213","1,929","          1.15"
"대구광역시 북구 침산2동(2723056000)","19,044","7,075","          2.69","9,156","9,888","          0.93"
"대구광역시 북구 침산3동(2723057000)","20,071","7,588","          2.65","9,680","10,391","          0.93"
"대구광역시 북구 산격1동(2723061000)","9,262","5,270","          1.76","4,603","4,659","          0.99"
"대구광역시 북구 산격2동(2723062000)","10,962","4,723","          2.32","5,360","5,602","          0.96"
"대구광역시 북구 산격3동(2723063000)","9,117","5,900","          1.55","4,730","4,387","          1.08"
"대구광역시 북구 산격4동(2723063100)","8,487","4,498","          1.89","4,446","4,041","          1.10"
"대구광역시 북구 대현동(2723064500)","17,976","9,189","          1.96","9,077","8,899","          1.02"
"대구광역시 북구 복현1동(2723067100)","7,691","4,970","          1.55","4,205","3,486","          1.21"
"대구광역시 북구 복현2동(2723067200)","30,125","11,948","          2.52","14,918","15,207","          0.98"
"대구광역시 북구 검단동(2723068000)","6,525","3,201","          2.04","3,249","3,276","          0.99"
"대구광역시 북구 무태조야동(2723069500)","36,704","15,266","          2.40","18,701","18,003","          1.04"
"대구광역시 북구 관문동(2723071500)","36,973","14,867","          2.49","18,430","18,543","          0.99"
"대구광역시 북구 태전1동(2723072500)","22,374","10,379","          2.16","11,230","11,144","          1.01"
"대구광역시 북구 태전2동(2723073500)","24,823","10,896","          2.28","12,216","12,607","          0.97"
